SIBS,DEGREE,PADEG,MADEG,SEX,MAJOR1,DIPGED,FAMILY16,PARBORN,GRANBORN,POLVIEWS,INCOME
2.0,BACHELOR,LT HIGH SCHOOL,JUNIOR COLLEGE,FEMALE,BIOLOGY,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,SLIGHTLY LIBERAL,50000
2.0,GRADUATE,HIGH SCHOOL,JUNIOR COLLEGE,FEMALE,Educational administration,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,60000
3.0,BACHELOR,HIGH SCHOOL,JUNIOR COLLEGE,FEMALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,40000
2.0,BACHELOR,LT HIGH SCHOOL,HIGH SCHOOL,FEMALE,OTHER,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,8000
2.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,MALE,EDUCATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,40000
0.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,MALE,Television/Film,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,MODERATE,35000
11.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER,NEITHER IN U.S,4.0,SLGHTLY CONSERVATIVE,130000
2.0,GRADUATE,BACHELOR,BACHELOR,FEMALE,SOCIAL WORK,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,LIBERAL,5000
0.0,BACHELOR,LT HIGH SCHOOL,HIGH SCHOOL,FEMALE,Criminology/Criminal Justice,High School diploma,MOTHER & STPFATHER,BOTH IN U.S,ALL IN U.S,MODERATE,35000
1.0,BACHELOR,HIGH SCHOOL,BACHELOR,MALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,90000
1.0,JUNIOR COLLEGE,HIGH SCHOOL,GRADUATE,FEMALE,OTHER,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,25000
1.0,BACHELOR,BACHELOR,BACHELOR,FEMALE,Information technology,Other,MOTHER & FATHER,NEITHER IN U.S,4.0,MODERATE,170000
1.0,BACHELOR,JUNIOR COLLEGE,HIGH SCHOOL,MALE,COMPUTER SCIENCE,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,170000
2.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,Food Science/Nutrition/Culinary Arts,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,50000
1.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,EDUCATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,30000
3.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,MALE,EDUCATION,High School diploma,FATHER & STPMOTHER,BOTH IN U.S,ALL IN U.S,LIBERAL,90000
4.0,GRADUATE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,SOCIAL WORK,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,8000
5.0,GRADUATE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,ACCOUNTING/BOOKKEEPING,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,25000
9.0,GRADUATE,GRADUATE,HIGH SCHOOL,MALE,COMMUNICATIONS/SPEECH,High School diploma,OTHER,NEITHER IN U.S,4.0,MODERATE,50000
3.0,BACHELOR,HIGH SCHOOL,GRADUATE,FEMALE,NURSING,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,40000
2.0,BACHELOR,BACHELOR,LT HIGH SCHOOL,MALE,Social Sciences,High School diploma,MOTHER & FATHER,BOTH IN U.S,1.0,LIBERAL,35000
5.0,BACHELOR,LT HIGH SCHOOL,LT HIGH SCHOOL,FEMALE,BIOLOGY,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,LIBERAL,20000
2.0,GRADUATE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,ACCOUNTING/BOOKKEEPING,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,130000
2.0,BACHELOR,GRADUATE,HIGH SCHOOL,FEMALE,PSYCHOLOGY,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,60000
2.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,EDUCATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,50000
2.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,HISTORY,High School diploma,MOTHER & FATHER,FATHER ONLY,2.0,LIBERAL,50000
2.0,GRADUATE,HIGH SCHOOL,BACHELOR,FEMALE,EDUCATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,40000
5.0,BACHELOR,HIGH SCHOOL,LT HIGH SCHOOL,FEMALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & STPFATHER,BOTH IN U.S,ALL IN U.S,MODERATE,40000
8.0,BACHELOR,BACHELOR,HIGH SCHOOL,FEMALE,COMMUNICATIONS/SPEECH,High School diploma,FATHER & STPMOTHER,NEITHER IN U.S,4.0,SLGHTLY CONSERVATIVE,15000
9.0,JUNIOR COLLEGE,HIGH SCHOOL,LT HIGH SCHOOL,MALE,Information technology,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,MODERATE,1000
1.0,BACHELOR,HIGH SCHOOL,BACHELOR,MALE,Television/Film,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,EXTREMELY LIBERAL,60000
2.0,GRADUATE,GRADUATE,GRADUATE,MALE,ENGINEERING,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,90000
1.0,BACHELOR,GRADUATE,HIGH SCHOOL,MALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,2.0,MODERATE,150000
1.0,BACHELOR,BACHELOR,BACHELOR,MALE,EDUCATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,12500
1.0,BACHELOR,BACHELOR,BACHELOR,FEMALE,Dance,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,15000
7.0,BACHELOR,HIGH SCHOOL,GRADUATE,FEMALE,BIOLOGY,High School diploma,MOTHER,BOTH IN U.S,1.0,CONSERVATIVE,75000
2.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,MALE,HEALTH,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,50000
3.0,GRADUATE,GRADUATE,GRADUATE,MALE,LAW,High School diploma,MOTHER & FATHER,FATHER ONLY,2.0,MODERATE,90000
2.0,BACHELOR,BACHELOR,GRADUATE,FEMALE,EDUCATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,40000
1.0,BACHELOR,HIGH SCHOOL,JUNIOR COLLEGE,MALE,ART,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,EXTREMELY LIBERAL,4000
3.0,BACHELOR,BACHELOR,BACHELOR,MALE,POLITICAL SCIENCE/INTERNATIONAL RELATIONS,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,30000
2.0,JUNIOR COLLEGE,BACHELOR,GRADUATE,MALE,INDUSTRY & TECHN,High School diploma,MOTHER & STPFATHER,BOTH IN U.S,ALL IN U.S,MODERATE,20000
7.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,MALE,PHYSICAL EDUCATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,10000
2.0,JUNIOR COLLEGE,BACHELOR,GRADUATE,MALE,COMPUTER SCIENCE,GED,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,40000
2.0,JUNIOR COLLEGE,HIGH SCHOOL,JUNIOR COLLEGE,FEMALE,LAW,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,MODERATE,25000
2.0,JUNIOR COLLEGE,JUNIOR COLLEGE,HIGH SCHOOL,FEMALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,35000
1.0,GRADUATE,GRADUATE,GRADUATE,MALE,Administrative Science/Public Administration,High School diploma,MOTHER & FATHER,BOTH IN U.S,1.0,CONSERVATIVE,90000
2.0,BACHELOR,BACHELOR,BACHELOR,MALE,FOREIGN LANGUAGE,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,17500
2.0,BACHELOR,JUNIOR COLLEGE,HIGH SCHOOL,MALE,Statistics/Biostatistics,High School diploma,MOTHER & FATHER,BOTH IN U.S,2.0,SLGHTLY CONSERVATIVE,50000
3.0,JUNIOR COLLEGE,HIGH SCHOOL,GRADUATE,MALE,LIBERAL ARTS,High School diploma,MOTHER,NEITHER IN U.S,4.0,MODERATE,50000
2.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,MALE,COMPUTER SCIENCE,High School diploma,FATHER,NEITHER IN U.S,4.0,MODERATE,40000
2.0,BACHELOR,BACHELOR,GRADUATE,FEMALE,Criminology/Criminal Justice,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,40000
2.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,DENTISTRY,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,SLGHTLY CONSERVATIVE,35000
1.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,MALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,2.0,SLGHTLY CONSERVATIVE,75000
3.0,GRADUATE,HIGH SCHOOL,GRADUATE,FEMALE,LAW,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,90000
2.0,GRADUATE,GRADUATE,GRADUATE,MALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,60000
4.0,BACHELOR,GRADUATE,HIGH SCHOOL,MALE,MARKETING,High School diploma,M AND F RELATIVES,FATHER ONLY,4.0,CONSERVATIVE,7000
6.0,BACHELOR,HIGH SCHOOL,GRADUATE,FEMALE,NURSING,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,40000
3.0,GRADUATE,HIGH SCHOOL,JUNIOR COLLEGE,FEMALE,EDUCATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,1.0,CONSERVATIVE,1000
7.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,INDUSTRY & TECHN,High School diploma,OTHER,BOTH IN U.S,ALL IN U.S,MODERATE,30000
3.0,HIGH SCHOOL,GRADUATE,BACHELOR,MALE,DENTISTRY,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,130000
2.0,GRADUATE,HIGH SCHOOL,BACHELOR,MALE,Counseling,High School diploma,MOTHER & STPFATHER,BOTH IN U.S,1.0,LIBERAL,30000
2.0,BACHELOR,BACHELOR,HIGH SCHOOL,FEMALE,SOCIAL WORK,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,30000
0.0,BACHELOR,BACHELOR,JUNIOR COLLEGE,FEMALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,50000
3.0,BACHELOR,HIGH SCHOOL,LT HIGH SCHOOL,MALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & STPFATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,60000
0.0,GRADUATE,GRADUATE,BACHELOR,MALE,MEDICINE,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,40000
0.0,BACHELOR,BACHELOR,BACHELOR,MALE,ENGINEERING,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,LIBERAL,50000
7.0,GRADUATE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,PHARMACY,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,MODERATE,90000
1.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,MALE,Parks and Recreation,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,50000
5.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,PHYSICAL EDUCATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,2.0,EXTREMELY LIBERAL,1000
4.0,GRADUATE,JUNIOR COLLEGE,HIGH SCHOOL,FEMALE,ACCOUNTING/BOOKKEEPING,High School diploma,FATHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,60000
1.0,GRADUATE,BACHELOR,BACHELOR,FEMALE,EDUCATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,EXTRMLY CONSERVATIVE,25000
5.0,JUNIOR COLLEGE,BACHELOR,BACHELOR,FEMALE,EDUCATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,2.0,MODERATE,40000
1.0,JUNIOR COLLEGE,HIGH SCHOOL,BACHELOR,FEMALE,EDUCATION,High School diploma,MOTHER & STPFATHER,BOTH IN U.S,ALL IN U.S,MODERATE,5000
3.0,GRADUATE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,LAW,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,10000
2.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,MALE,FINANCE,GED,MOTHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,25000
1.0,GRADUATE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,LAW,High School diploma,MOTHER & FATHER,MOTHER ONLY,1.0,SLGHTLY CONSERVATIVE,22500
2.0,BACHELOR,BACHELOR,BACHELOR,MALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,90000
4.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,PSYCHOLOGY,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,30000
3.0,GRADUATE,HIGH SCHOOL,HIGH SCHOOL,MALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,MODERATE,130000
1.0,GRADUATE,BACHELOR,GRADUATE,MALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,90000
2.0,GRADUATE,BACHELOR,BACHELOR,FEMALE,EDUCATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,60000
2.0,BACHELOR,HIGH SCHOOL,BACHELOR,MALE,CHEMISTRY,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,90000
1.0,BACHELOR,HIGH SCHOOL,BACHELOR,MALE,Criminology/Criminal Justice,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,60000
3.0,JUNIOR COLLEGE,HIGH SCHOOL,JUNIOR COLLEGE,FEMALE,HEALTH,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,50000
2.0,BACHELOR,HIGH SCHOOL,BACHELOR,MALE,MUSIC,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,50000
2.0,BACHELOR,GRADUATE,BACHELOR,MALE,POLITICAL SCIENCE/INTERNATIONAL RELATIONS,High School diploma,MOTHER & FATHER,BOTH IN U.S,2.0,CONSERVATIVE,50000
3.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,SOCIOLOGY,GED,MOTHER,BOTH IN U.S,ALL IN U.S,EXTREMELY LIBERAL,25000
2.0,BACHELOR,GRADUATE,BACHELOR,MALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,SLGHTLY CONSERVATIVE,6000
1.0,BACHELOR,BACHELOR,HIGH SCHOOL,FEMALE,NURSING,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,60000
3.0,GRADUATE,HIGH SCHOOL,HIGH SCHOOL,MALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,90000
1.0,JUNIOR COLLEGE,BACHELOR,HIGH SCHOOL,MALE,ENGINEERING,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,30000
1.0,GRADUATE,HIGH SCHOOL,HIGH SCHOOL,MALE,ARCHITECTURE,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,60000
8.0,BACHELOR,HIGH SCHOOL,JUNIOR COLLEGE,MALE,NURSING,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,40000
3.0,BACHELOR,HIGH SCHOOL,GRADUATE,FEMALE,EDUCATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,35000
2.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,MALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,75000
4.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,PSYCHOLOGY,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,30000
3.0,GRADUATE,GRADUATE,BACHELOR,FEMALE,MUSIC,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,50000
2.0,BACHELOR,GRADUATE,HIGH SCHOOL,FEMALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,1.0,SLIGHTLY LIBERAL,60000
2.0,JUNIOR COLLEGE,BACHELOR,BACHELOR,MALE,COMPUTER SCIENCE,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,50000
1.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,60000
2.0,BACHELOR,BACHELOR,BACHELOR,MALE,ECONOMICS,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,40000
8.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,MALE,ART,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,SLGHTLY CONSERVATIVE,22500
3.0,JUNIOR COLLEGE,BACHELOR,BACHELOR,FEMALE,LIBERAL ARTS,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,20000
0.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,MALE,Fine Arts,High School diploma,MOTHER & FATHER,BOTH IN U.S,4.0,LIBERAL,20000
0.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,MALE,GENERAL STUDIES,High School diploma,MOTHER & FATHER,BOTH IN U.S,2.0,CONSERVATIVE,6000
1.0,GRADUATE,BACHELOR,BACHELOR,FEMALE,PSYCHOLOGY,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,60000
1.0,BACHELOR,GRADUATE,GRADUATE,MALE,PSYCHOLOGY,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,50000
2.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,BUSINESS ADMINISTRATION,High School diploma,FATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,7000
2.0,GRADUATE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,EDUCATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,1.0,SLIGHTLY LIBERAL,40000
2.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,GENERAL SCIENCES,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,35000
2.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,PSYCHOLOGY,High School diploma,OTHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,40000
3.0,JUNIOR COLLEGE,HIGH SCHOOL,BACHELOR,FEMALE,PSYCHOLOGY,High School diploma,MOTHER & STPFATHER,BOTH IN U.S,ALL IN U.S,MODERATE,20000
1.0,BACHELOR,BACHELOR,HIGH SCHOOL,MALE,HISTORY,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,30000
2.0,BACHELOR,HIGH SCHOOL,BACHELOR,MALE,FORESTRY,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,40000
4.0,BACHELOR,BACHELOR,HIGH SCHOOL,FEMALE,ENGLISH,High School diploma,MOTHER & STPFATHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,5000
2.0,JUNIOR COLLEGE,GRADUATE,GRADUATE,FEMALE,LIBERAL ARTS,GED,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,EXTREMELY LIBERAL,5000
1.0,BACHELOR,HIGH SCHOOL,BACHELOR,MALE,THEATER ARTS,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,35000
3.0,GRADUATE,HIGH SCHOOL,JUNIOR COLLEGE,FEMALE,Educational administration,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,50000
1.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,MALE,Criminology/Criminal Justice,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,40000
2.0,JUNIOR COLLEGE,HIGH SCHOOL,JUNIOR COLLEGE,FEMALE,OTHER,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,EXTREMELY LIBERAL,25000
5.0,BACHELOR,LT HIGH SCHOOL,LT HIGH SCHOOL,FEMALE,EDUCATION,GED,MOTHER & FATHER,NEITHER IN U.S,4.0,CONSERVATIVE,3000
3.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,EDUCATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,40000
1.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,HEALTH,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,15000
2.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,MALE,Human Services/Human Resources,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,60000
1.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,MALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,22500
3.0,GRADUATE,HIGH SCHOOL,JUNIOR COLLEGE,FEMALE,SPECIAL EDUCATION,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,25000
2.0,JUNIOR COLLEGE,HIGH SCHOOL,BACHELOR,FEMALE,NURSING,GED,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,75000
2.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,Information technology,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,50000
1.0,BACHELOR,BACHELOR,HIGH SCHOOL,MALE,ART,Other,OTHER,FATHER ONLY,2.0,SLGHTLY CONSERVATIVE,40000
2.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,MALE,ENGINEERING,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,170000
4.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,MALE,Environmental Science/Ecology,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,75000
0.0,GRADUATE,BACHELOR,HIGH SCHOOL,FEMALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,75000
3.0,JUNIOR COLLEGE,HIGH SCHOOL,BACHELOR,MALE,NURSING,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,50000
11.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,Criminology/Criminal Justice,High School diploma,MOTHER & STPFATHER,BOTH IN U.S,2.0,SLIGHTLY LIBERAL,40000
28.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,BUSINESS ADMINISTRATION,GED,OTHER,BOTH IN U.S,ALL IN U.S,MODERATE,15000
4.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,HEALTH,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,50000
6.0,JUNIOR COLLEGE,HIGH SCHOOL,JUNIOR COLLEGE,FEMALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & STPFATHER,BOTH IN U.S,1.0,MODERATE,30000
2.0,GRADUATE,GRADUATE,BACHELOR,MALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,MODERATE,3000
2.0,JUNIOR COLLEGE,BACHELOR,GRADUATE,FEMALE,NURSING,High School diploma,MOTHER & FATHER,BOTH IN U.S,1.0,CONSERVATIVE,15000
5.0,JUNIOR COLLEGE,JUNIOR COLLEGE,LT HIGH SCHOOL,FEMALE,GENERAL SCIENCES,GED,OTHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,25000
3.0,GRADUATE,GRADUATE,HIGH SCHOOL,MALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,170000
1.0,BACHELOR,HIGH SCHOOL,JUNIOR COLLEGE,FEMALE,NURSING,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,40000
2.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,MALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,30000
2.0,BACHELOR,BACHELOR,BACHELOR,FEMALE,EDUCATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,EXTRMLY CONSERVATIVE,6000
1.0,BACHELOR,HIGH SCHOOL,BACHELOR,MALE,THEOLOGY,GED,MOTHER & FATHER,MOTHER ONLY,1.0,CONSERVATIVE,60000
1.0,GRADUATE,HIGH SCHOOL,HIGH SCHOOL,MALE,ENGINEERING,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,90000
